order_id,note_date,investigated_by,root_cause,resolution_status
352d96ca187708670e0f8ec35af10421,2018-06-14,Tammy,Customs/regional holiday delay,resolved
4cf27cd829748acdd11dfe19fe746e8b,2018-02-21,Shannon,Weather-related transit delay,resolved
3f5bef65e86c9d1a2c8ff430a74cc202,2018-04-29,Joseph,Carrier delay - regional logistics disruption,resolved
489b43fc6f7840318ee5d83ee35b86c1,2017-03-14,Jason,No root cause identified - isolated incident,resolved
d974607c57ca915767ed00355b0a7bcb,2018-08-11,Sonya,No root cause identified - isolated incident,resolved
f73d73f08d9e97a496861a69bf371880,2017-03-01,Jason,Customs/regional holiday delay,resolved
e11dbf8f73df2ef44ac68c5dd90b3892,2018-08-27,Bonnie,Weather-related transit delay,unresolved
a4a57f1ffa25b90dea9f150fee89db84,2017-09-18,Donald,Customs/regional holiday delay,resolved
33d949de3be3df6e3cf017b6ec4aae4c,2018-03-13,Alexandria,Address/zip code issue caused redelivery,resolved
c74781be12a00f1e31f7160673c27190,2017-04-05,Stephanie,Address/zip code issue caused redelivery,unresolved
abb4cbba2c83f7cabc85e45374a23ad4,2017-12-15,David,Customs/regional holiday delay,resolved
234c056c50619f48da64f731c48242b4,2018-08-20,Lori,Weather-related transit delay,resolved
1b0816f005179796807a9b23f4c2df11,2018-03-05,William,Carrier delay - regional logistics disruption,resolved
607cf95d7f8a8c1590f421fecdf0d95c,2017-12-10,Olivia,Weather-related transit delay,unresolved
d6a55340021ebcaf3b321d5a34c6c31e,2018-07-16,Jacqueline,Customs/regional holiday delay,resolved
6eb2780615aa0cfbaaef6c8d0aec411a,2018-02-05,Jesse,Weather-related transit delay,unresolved
542a75015e9fb10f090ea35b36cb470d,2018-04-05,Rachael,No root cause identified - isolated incident,escalated_to_seller
c5a06d75e7ddf0ed779053a64ee08c7e,2018-02-07,Todd,Carrier delay - regional logistics disruption,resolved
4c9147aeea82dddeeff09c3a170a4820,2017-06-29,Angel,Warehouse stock discrepancy at seller,escalated_to_seller
479c3d9dbad0a2c502fcb73fd59c65b3,2018-03-17,Adam,Weather-related transit delay,resolved
357e26bc92e720c2b487e879d07506d7,2018-03-06,Travis,No root cause identified - isolated incident,resolved
186d3cd768be1890d832106f914ba37c,2017-06-25,Shannon,Weather-related transit delay,resolved
